강서구,4287
양천구,2613
구로구,3001
마포구,4410
영등포구,5231
금천구,1752
관악구,2547
동작구,1779
용산구,3225
서대문구,1771
은평구,2007
종로구,3032
중구,7434
성북구,1779
동대문구,1930
성동구,2307
서초구,8039
강남구,12000
송파구,6554
광진구,2357
강동구,2452
중랑구,1589
강북구,1252
도봉구,1260
노원구,2612
