,NODE_ID,ARS_ID,정류소명,X좌표,Y좌표,정류소타입,combined,address
6193,114000377,15700,국립과학수사연구소,126.8366145434,37.5230214162,일반차로,"[126.8366145434, 37.5230214162]",양천구
6194,114000379,15702,서부트럭터미널,126.8437883314,37.5078265129,일반차로,"[126.8437883314, 37.5078265129]",양천구
6195,114000380,15703,대일고등학교,126.8638775519,37.5394087376,가로변시간,"[126.8638775519, 37.5394087376]",양천구
6196,114000395,15718,양천공영차고지,126.8374184549,37.5084115031,일반차로,"[126.8374184549, 37.5084115031]",양천구
6197,114000409,15801,오목교역,126.8751439748,37.5234378426,일반차로,"[126.8751439748, 37.5234378426]",양천구
6198,114000408,15806,오목교역,126.8753760603,37.5233299675,일반차로,"[126.8753760603, 37.5233299675]",양천구
6199,116000577,15808,신도림4차e편한세상,126.887744365,37.5121981404,일반차로,"[126.887744365, 37.5121981404]",구로구
6200,114000411,15909,목동현대백화점,126.8741804998,37.5281690673,일반차로,"[126.8741804998, 37.5281690673]",양천구
6201,114900099,15992,강서양천교육지원청,126.830503,37.541259,마을버스,"[126.830503, 37.541259]",양천구
6202,114900098,15995,거산아파트,126.8316906449,37.5407169042,마을버스,"[126.8316906449, 37.5407169042]",양천구
6203,114000401,15996,신월사거리,126.8277442245,37.5359337917,일반차로,"[126.8277442245, 37.5359337917]",양천구
6204,115000001,16001,염창역.서울도시가스,126.8758965674,37.547146203,중앙차로,"[126.8758965674, 37.547146203]",강서구
6205,115000002,16002,염창역.서울도시가스,126.875005296,37.5469638223,중앙차로,"[126.875005296, 37.5469638223]",양천구
6206,115000003,16003,등촌역.강서보건소,126.8687187259,37.5491138794,중앙차로,"[126.8687187259, 37.5491138794]",강서구
6207,115000004,16004,등촌역.강서보건소,126.8675998318,37.5494106214,중앙차로,"[126.8675998318, 37.5494106214]",양천구
6208,115000005,16005,등촌중학교.백석초등학교,126.861438627,37.5526262092,중앙차로,"[126.861438627, 37.5526262092]",강서구
6209,115000006,16006,등촌중학교.백석초등학교,126.8606811411,37.5529052232,중앙차로,"[126.8606811411, 37.5529052232]",강서구
6210,115000588,16007,강서구청사거리.서울디지털대학교,126.8555268401,37.5548873841,중앙차로,"[126.8555268401, 37.5548873841]",강서구
